,pca_feature_0,pca_feature_1,pca_feature_2,pca_feature_3,pca_feature_4,pca_feature_5,pca_feature_6,pca_feature_7,pca_feature_8,pca_feature_9,pca_feature_10,pca_feature_11,pca_feature_12,pca_feature_13,pca_feature_14,pca_feature_15,pca_feature_16,pca_feature_17,pca_feature_18,pca_feature_19,pca_feature_20,pca_feature_21,pca_feature_22,pca_feature_23,pca_feature_24,pca_feature_25,pca_feature_26,pca_feature_27,pca_feature_28,pca_feature_29,pca_feature_30
0,25.20962857016528,-10.874899073994133,6.985671610617224,11.720474493178717,-10.737288752704483,1.8024204513191122,-2.324654878599644,1.00482007734339,-7.0661820721074164,-8.803755366539006,-0.07601035258385852,-1.8571929994189789,-1.0523022001886837,2.349955213732022,0.15188127738367077,1.0846836986276933,0.7062290112569802,-3.983551144952253,4.8912534400135455,-0.5618557314854364,3.0756197232019518,2.355673493931698,-2.23644500186864,-1.384202898293004,-0.8679537901701402,5.302916381413311,-0.8752403870375319,0.22641995315766228,-2.21666934505146,-1.6491898388070927,-0.19817085496577577
1,-8.044532306815844,-52.555216600385165,4.235171800249587,2.896200403765285,2.5790113633892155,-3.6778998298261794,1.4625689358715235,-7.9121295023104885,-3.982801046612312,6.976895162866228,0.7920019415784061,-1.622152254058191,-0.7835456230453799,-4.185733390239241,4.60134225770455,0.5983101223820795,5.095552154737871,-1.9770549006135478,0.0399948429794523,-0.2767546231599455,2.18736170531365,-0.43693394113056117,-0.963358409867968,-2.5481463229936785,0.1950772065181305,-0.7557497204015905,-0.4861059995887953,1.3684991201369987,-0.5192121608428031,-0.2927187856838461,-0.44368688120158706
2,-2.681321370340282,13.058851610379156,-5.067072663920348,-0.10432154449346125,-2.6971215288539256,-3.441396572353385,-0.29400375478221974,-6.146236288490519,0.5620555993199488,4.064379303390474,1.2030983728927565,-1.6649684849551576,-0.5119726159215962,0.010573143553081841,0.1584334360923263,0.32887594500957307,0.35034898988268465,0.18964597363929397,0.006268822064744467,0.13628041838330826,-0.044477148103819954,-0.03717855037493292,-1.0056950984988942,-0.34962373953599557,-0.17367693336077938,-0.11901425656989624,1.3298111906168228,-0.04786065876342318,-0.33361834815713354,-0.55472311134371,0.2575651974225916
3,-26.94977704142291,-0.30895544541334363,18.61091703723269,-21.04656444171258,-1.6559975053423153,16.12016792615503,-5.319533870761203,1.4687461377301239,5.264542197127362,-5.909826972423073,2.4705874108893644,0.9131812387568012,-1.4347711293188028,3.5501482858743594,-1.8680540947436877,2.374485547553838,3.007451925615111,0.8058083904571038,1.8680381370336616,-2.5657696856184726,2.4004449067847062,-0.15996977175024799,-2.2685229412785444,1.4836653518375318,0.12220607214011904,-0.5806473986458683,-2.379579759025517,3.9419901440940173,4.046444885805081,0.9917440658893744,-1.3963686418114882
4,-2.6788067088398386,13.063895182092255,-5.068017297521732,-0.10600420810379457,-2.6820568302790604,-3.443040006226187,-0.2963571104411534,-6.143348708175301,0.579291626052273,4.104927576336349,1.1913855984189667,-1.6734588953795815,-0.5070473538671385,-0.009278329562410072,0.1418218938585521,0.36654780364899436,0.3847051940986034,0.20574560965126484,-0.02355696501306109,0.12225210007091136,-0.07775842935149087,-0.07012848862441907,-0.9915423200111659,-0.3462195844693844,-0.0440032098955219,-0.22694580867064437,1.0805540480275595,-0.11792650650621149,-0.21469481308834706,-0.5000614351041595,0.27521735200067454
5,-27.350205128382907,-8.213189827872196,-6.745365685907207,-25.24034386774658,17.89724132545352,14.053542278051461,-10.173336614653115,-0.011780593239616433,11.517254615193641,-0.1213294782003528,-1.1659807704037235,1.3137332892405549,6.344783109851051,1.316107509866916,-3.8900324020860695,2.592916561950838,-0.2928726914921195,3.279791254220756,3.735335429509925,-3.689891382489949,5.076262397401778,-1.0309393324314133,-0.7212057697059053,1.1552339147826771,0.523760451721697,0.8371213530963507,0.43888138304725943,-3.2276254302629153,5.130219307269605,1.0921665593306848,2.0180602649738586
6,16.805678022020217,11.476816107252006,-5.883632777402252,7.126562352370775,-0.40372782099744725,11.052419111543774,0.21781931693888854,6.70395745712465,0.9045131543693959,4.780489952184785,-0.5591367465729129,-2.977471742596854,-0.8800063997888417,-0.48684189428489466,-0.5247702100453966,-5.16867132326164,0.6533491593274936,0.6862780898413513,1.6881144069356355,2.3160048834055553,0.7866098486366476,1.0325017571508381,0.6567013943114665,-0.1920501620790456,-0.14679374009201734,-1.5205398201372677,2.0261082790590974,0.09917034659938168,-0.24719313971759008,-0.28653923608979287,-0.21284065926047124
7,-4.349907130835741,13.219942487933512,-7.183682893600732,12.438911389070658,-1.9065975307243483,3.1994213391123387,0.34195452200444365,-0.11993298116726812,0.5619848172675971,0.26033786056176933,-6.228121683442451,5.980060618906175,-1.1403379451706495,0.23716197932395552,0.39766299700986313,2.1877633260981817,-0.2971144653007169,0.16763126455061614,-1.463257061691989,-2.019399802174549,0.3629269892972725,1.9475964219837278,-1.0347357720688546,-0.08850344429929231,-0.3998255543411536,-1.57307679925009,1.440035727109348,-0.7887340623641829,-0.9328171079328259,0.4795772893925856,-1.2623023969513874
8,-3.1442663772791026,7.796262597580294,-6.200472660632919,0.03254667354055401,8.31229430468506,-4.427428499657984,1.761494493724326,-5.289254357473069,-8.45599682935949,-8.462805154167235,9.069487575141107,-1.648681153252091,1.9481494389285674,0.9065980715342198,1.8026397984013558,0.32567883682192506,-1.7456680637845006,1.1291411829860944,-4.167524332462,4.35979700486288,-0.013037685049807334,0.9950082649716173,-1.247138621050127,-1.411891533880282,1.4837250094661005,-0.4371543239924801,2.0952999569019966,1.3677188342770257,-2.6708246179104917,-1.1782217464150613,-2.1644228240339394
9,7.983550174076864,12.447181865853773,-7.7820181320811175,16.51466970349687,-1.1345860261464145,7.391704653124981,0.43031482841179336,3.5966630962491113,0.9875850699634127,6.8410827710749205,3.87891062162027,1.505449518878068,-0.547015211395618,0.10233320855586708,0.3316039326718327,0.8694541558745472,0.25354681557214154,0.24934620360733115,-0.8135137115522719,-0.912949319905868,-2.099555700218008,-4.824798961845902,-0.6132563593504029,-0.8581938040504026,-0.14220622726906715,3.3062862104128454,0.7855424181897539,-0.37299190786102754,-2.520103097951806,3.121828918972682,0.8560827923832319
